"center","left","right","steering","x","x1","velocity"
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_48_566.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_48_566.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_48_566.jpg,-0.8500001,1,0,30.10311
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_48_640.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_48_640.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_48_640.jpg,0,1,0,30.16854
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_48_714.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_48_714.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_48_714.jpg,0,1,0,30.18033
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_48_781.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_48_781.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_48_781.jpg,0,1,0,30.18851
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_48_854.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_48_854.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_48_854.jpg,-0.15,1,0,30.18974
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_48_932.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_48_932.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_48_932.jpg,0,1,0,30.18721
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_003.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_003.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_003.jpg,0,1,0,30.18999
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_081.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_081.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_081.jpg,0,1,0,30.19027
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_152.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_152.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_152.jpg,-0.1,1,0,30.18869
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_229.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_229.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_229.jpg,-0.3,1,0,30.17057
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_302.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_302.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_302.jpg,0,1,0,30.18856
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_379.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_379.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_379.jpg,-0.05,1,0,30.18955
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_454.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_454.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_454.jpg,-0.2,1,0,30.18291
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_532.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_532.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_532.jpg,0,1,0,30.18942
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_600.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_600.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_600.jpg,0,1,0,30.1898
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_667.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_667.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_667.jpg,0,1,0,30.18983
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_745.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_745.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_745.jpg,0,1,0,30.19025
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_819.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_819.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_819.jpg,-0.1,1,0,30.18818
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_897.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_897.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_897.jpg,0,1,0,30.18758
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_49_970.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_49_970.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_49_970.jpg,0,1,0,30.19012
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_048.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_048.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_048.jpg,-0.15,1,0,30.18541
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_119.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_119.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_119.jpg,-0.35,1,0,30.16469
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_198.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_198.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_198.jpg,-0.5500001,1,0,30.14013
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_269.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_269.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_269.jpg,0,1,0,30.18445
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_347.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_347.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_347.jpg,0,1,0,30.1892
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_419.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_419.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_419.jpg,-0.2,1,0,30.18462
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_488.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_488.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_488.jpg,0,1,0,30.18955
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_569.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_569.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_569.jpg,0,1,0,30.19009
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_646.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_646.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_646.jpg,-0.1,1,0,30.18882
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_719.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_719.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_719.jpg,0,1,0,30.18673
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_797.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_797.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_797.jpg,0,1,0,30.19014
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_871.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_871.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_871.jpg,-0.05,1,0,30.19023
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_50_951.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_50_951.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_50_951.jpg,-0.25,1,0,30.17651
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_020.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_020.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_020.jpg,0,1,0,30.1902
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_096.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_096.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_096.jpg,0,1,0,30.19026
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_168.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_168.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_168.jpg,-0.2,1,0,30.18157
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_245.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_245.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_245.jpg,0,1,0,30.18941
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_317.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_317.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_317.jpg,0,1,0,30.19015
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_386.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_386.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_386.jpg,-0.2,1,0,30.18186
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_465.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_465.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_465.jpg,-0.4,1,0,30.15927
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_535.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_535.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_535.jpg,-0.5500001,1,0,30.14053
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_606.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_606.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_606.jpg,0,1,0,30.18291
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_685.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_685.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_685.jpg,0,1,0,30.18882
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_763.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_763.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_763.jpg,-0.05,1,0,30.19024
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_837.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_837.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_837.jpg,-0.2,1,0,30.1832
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_918.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_918.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_918.jpg,0,1,0,30.1901
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_51_998.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_51_998.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_51_998.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_065.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_065.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_065.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_145.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_145.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_145.jpg,0,1,0,30.19032
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_215.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_215.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_215.jpg,0,1,0,30.19032
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_284.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_284.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_284.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_351.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_351.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_351.jpg,0,1,0,30.19033
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_434.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_434.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_434.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_500.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_500.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_500.jpg,-0.15,1,0,30.18418
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_569.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_569.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_569.jpg,-0.3,1,0,30.16904
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_645.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_645.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_645.jpg,0,1,0,30.18914
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_714.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_714.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_714.jpg,0,1,0,30.18919
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_791.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_791.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_791.jpg,-0.05,1,0,30.19016
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_869.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_869.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_869.jpg,-0.25,1,0,30.17756
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_52_947.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_52_947.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_52_947.jpg,0,1,0,30.18891
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_019.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_019.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_019.jpg,0,1,0,30.19008
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_086.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_086.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_086.jpg,-0.15,1,0,30.18622
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_156.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_156.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_156.jpg,0,1,0,30.18674
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_231.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_231.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_231.jpg,0,1,0,30.19004
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_298.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_298.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_298.jpg,0,1,0,30.19025
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_369.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_369.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_369.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_438.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_438.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_438.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_516.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_516.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_516.jpg,0,1,0,30.19052
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_586.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_586.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_586.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_660.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_660.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_660.jpg,-0.05,1,0,30.18994
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_729.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_729.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_729.jpg,-0.2,1,0,30.17989
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_799.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_799.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_799.jpg,-0.4,1,0,30.15756
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_866.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_866.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_866.jpg,0,1,0,30.17719
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_53_942.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_53_942.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_53_942.jpg,0,1,0,30.18828
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_021.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_021.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_021.jpg,0,1,0,30.18991
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_099.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_099.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_099.jpg,0,1,0,30.19023
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_170.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_170.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_170.jpg,0,1,0,30.19027
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_246.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_246.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_246.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_317.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_317.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_317.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_398.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_398.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_398.jpg,0,1,0,30.19027
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_470.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_470.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_470.jpg,0,1,0,30.19053
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_543.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_543.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_543.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_621.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_621.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_621.jpg,0,1,0,30.19051
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_697.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_697.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_697.jpg,0,1,0,30.19034
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_770.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_770.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_770.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_48_54_847.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_48_54_847.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_48_54_847.jpg,0,1,0,30.19033
